id,text,target,target_usd
991892505,"Goal (log1p USD): 8.684
Campaign duration (days): 29.371
Prelaunch duration (days): 15.219
Campaign name character count: 12
Campaign name word count: 2
Blurb character count: 73
Blurb word count: 14
Launch year: 2017
Launch month: 10
Launch day: 21
Launch weekday: 5
Launch hour: 14
Has video: 1
Prelaunch activated: 0
Country: NL
Currency: EUR
Parent category: Fashion
Category: Footwear
Location type: Town
Location country: NL
Location state: North Holland",8.7614,6382.08099
533843308,"Goal (log1p USD): 8.76
Campaign duration (days): 23.109
Prelaunch duration (days): 41.364
Campaign name character count: 32
Campaign name word count: 4
Blurb character count: 111
Blurb word count: 18
Launch year: 2021
Launch month: 6
Launch day: 9
Launch weekday: 2
Launch hour: 18
Has video: 0
Prelaunch activated: 1
Country: GB
Currency: GBP
Parent category: Food
Category: Drinks
Location type: Town
Location country: GB
Location state: Scotland",6.8120,907.68901791
2072580046,"Goal (log1p USD): 8.517
Campaign duration (days): 32.457
Prelaunch duration (days): 73.57
Campaign name character count: 24
Campaign name word count: 4
Blurb character count: 118
Blurb word count: 27
Launch year: 2017
Launch month: 4
Launch day: 13
Launch weekday: 3
Launch hour: 17
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: R&B
Location type: Town
Location country: US
Location state: CA",8.6220,5551.25
694912870,"Goal (log1p USD): 9.904
Campaign duration (days): 29.562
Prelaunch duration (days): 23.326
Campaign name character count: 54
Campaign name word count: 10
Blurb character count: 45
Blurb word count: 8
Launch year: 2020
Launch month: 10
Launch day: 1
Launch weekday: 3
Launch hour: 2
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: Country & Folk
Location type: Town
Location country: US
Location state: TN",10.1813,26404.0
475823200,"Goal (log1p USD): 7.824
Campaign duration (days): 60.042
Prelaunch duration (days): 3.32
Campaign name character count: 25
Campaign name word count: 4
Blurb character count: 129
Blurb word count: 19
Launch year: 2020
Launch month: 10
Launch day: 15
Launch weekday: 3
Launch hour: 22
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Journalism
Category: Audio
Location type: Town
Location country: US
Location state: NY",8.0087,3006.0
993954913,"Goal (log1p USD): 8.175
Campaign duration (days): 31
Prelaunch duration (days): 0.206
Campaign name character count: 16
Campaign name word count: 3
Blurb character count: 56
Blurb word count: 10
Launch year: 2025
Launch month: 9
Launch day: 10
Launch weekday: 2
Launch hour: 5
Has video: 1
Prelaunch activated: 0
Country: MX
Currency: MXN
Parent category: Film & Video
Category: Shorts
Location type: Town
Location country: MX
Location state: Jalisco",8.1844,3583.6715484
1320268898,"Goal (log1p USD): 8.517
Campaign duration (days): 60
Prelaunch duration (days): 181.662
Campaign name character count: 37
Campaign name word count: 5
Blurb character count: 133
Blurb word count: 22
Launch year: 2016
Launch month: 3
Launch day: 22
Launch weekday: 1
Launch hour: 20
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Food
Category: Spaces
Location type: Town
Location country: US
Location state: MN",3.3322,27.0
335134480,"Goal (log1p USD): 8.007
Campaign duration (days): 3.262
Prelaunch duration (days): 12.115
Campaign name character count: 54
Campaign name word count: 8
Blurb character count: 99
Blurb word count: 14
Launch year: 2019
Launch month: 10
Launch day: 14
Launch weekday: 0
Launch hour: 21
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Dance
Category: Workshops
Location type: Town
Location country: US
Location state: NY",8.0715,3201.0
1439289245,"Goal (log1p USD): 7.824
Campaign duration (days): 30
Prelaunch duration (days): 2.325
Campaign name character count: 29
Campaign name word count: 7
Blurb character count: 124
Blurb word count: 22
Launch year: 2023
Launch month: 1
Launch day: 31
Launch weekday: 1
Launch hour: 0
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: Electronic Music
Location type: Town
Location country: US
Location state: PA",8.1890,3600.0
1289125657,"Goal (log1p USD): 9.616
Campaign duration (days): 30
Prelaunch duration (days): 41.763
Campaign name character count: 56
Campaign name word count: 10
Blurb character count: 76
Blurb word count: 13
Launch year: 2020
Launch month: 1
Launch day: 30
Launch weekday: 3
Launch hour: 14
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Film & Video
Category: Documentary
Location type: Town
Location country: US
Location state: CA",9.7400,16983.33
377879066,"Goal (log1p USD): 8.517
Campaign duration (days): 25.538
Prelaunch duration (days): 8.313
Campaign name character count: 21
Campaign name word count: 2
Blurb character count: 117
Blurb word count: 19
Launch year: 2022
Launch month: 11
Launch day: 28
Launch weekday: 0
Launch hour: 12
Has video: 0
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Publishing
Category: Nonfiction
Location type: Town
Location country: US
Location state: CA",8.7977,6618.0
909195630,"Goal (log1p USD): 4.615
Campaign duration (days): 36.376
Prelaunch duration (days): 41.538
Campaign name character count: 60
Campaign name word count: 11
Blurb character count: 132
Blurb word count: 21
Launch year: 2024
Launch month: 10
Launch day: 30
Launch weekday: 2
Launch hour: 19
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Games
Category: Tabletop Games
Location type: Town
Location country: US
Location state: GA",8.9943,8056.0
919886876,"Goal (log1p USD): 8.294
Campaign duration (days): 13.523
Prelaunch duration (days): 1.685
Campaign name character count: 29
Campaign name word count: 5
Blurb character count: 130
Blurb word count: 25
Launch year: 2012
Launch month: 1
Launch day: 18
Launch weekday: 2
Launch hour: 19
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: Pop
Location type: Town
Location country: US
Location state: CA",8.3047,4042.0
1316307441,"Goal (log1p USD): 8.923
Campaign duration (days): 30
Prelaunch duration (days): 18.318
Campaign name character count: 40
Campaign name word count: 9
Blurb character count: 53
Blurb word count: 8
Launch year: 2024
Launch month: 11
Launch day: 17
Launch weekday: 6
Launch hour: 18
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Publishing
Category: Children's Books
Location type: Town
Location country: US
Location state: MA",9.1397,9317.0
1969693672,"Goal (log1p USD): 6.229
Campaign duration (days): 30
Prelaunch duration (days): 0.054
Campaign name character count: 40
Campaign name word count: 5
Blurb character count: 131
Blurb word count: 20
Launch year: 2024
Launch month: 6
Launch day: 23
Launch weekday: 6
Launch hour: 7
Has video: 0
Prelaunch activated: 0
Country: GB
Currency: GBP
Parent category: Photography
Category: Photobooks
Location type: County
Location country: GB
Location state: England",5.5376,253.070056
890947391,"Goal (log1p USD): 9.886
Campaign duration (days): 30.295
Prelaunch duration (days): 27.891
Campaign name character count: 23
Campaign name word count: 5
Blurb character count: 70
Blurb word count: 9
Launch year: 2025
Launch month: 11
Launch day: 23
Launch weekday: 6
Launch hour: 12
Has video: 1
Prelaunch activated: 1
Country: GB
Currency: GBP
Parent category: Publishing
Category: Art Books
Location type: County
Location country: GB
Location state: England",9.9137,20204.34924552
1526436399,"Goal (log1p USD): 7.601
Campaign duration (days): 30
Prelaunch duration (days): 6.004
Campaign name character count: 49
Campaign name word count: 8
Blurb character count: 135
Blurb word count: 25
Launch year: 2020
Launch month: 4
Launch day: 2
Launch weekday: 3
Launch hour: 19
Has video: 0
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Crafts
Category: Candles
Location type: Town
Location country: US
Location state: CA",5.3327,206.0
88632312,"Goal (log1p USD): 8.517
Campaign duration (days): 45.042
Prelaunch duration (days): 221.028
Campaign name character count: 52
Campaign name word count: 7
Blurb character count: 133
Blurb word count: 19
Launch year: 2025
Launch month: 10
Launch day: 24
Launch weekday: 4
Launch hour: 3
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Technology
Category: Hardware
Location type: Town
Location country: US
Location state: WY",11.3434,84405.0
719569848,"Goal (log1p USD): 8.348
Campaign duration (days): 25
Prelaunch duration (days): 2.005
Campaign name character count: 19
Campaign name word count: 5
Blurb character count: 125
Blurb word count: 23
Launch year: 2014
Launch month: 5
Launch day: 7
Launch weekday: 2
Launch hour: 11
Has video: 1
Prelaunch activated: 0
Country: GB
Currency: GBP
Parent category: Film & Video
Category: Drama
Location type: Town
Location country: GB
Location state: England",8.3752,4337.0623016
461096130,"Goal (log1p USD): 7.468
Campaign duration (days): 44.958
Prelaunch duration (days): 0.182
Campaign name character count: 10
Campaign name word count: 1
Blurb character count: 14
Blurb word count: 3
Launch year: 2025
Launch month: 2
Launch day: 3
Launch weekday: 0
Launch hour: 2
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Publishing
Category: Poetry
Location type: Town
Location country: US
Location state: GA",7.8575,2584.0
1150992339,"Goal (log1p USD): 6.697
Campaign duration (days): 22
Prelaunch duration (days): 12.091
Campaign name character count: 35
Campaign name word count: 5
Blurb character count: 48
Blurb word count: 7
Launch year: 2022
Launch month: 11
Launch day: 19
Launch weekday: 5
Launch hour: 14
Has video: 0
Prelaunch activated: 1
Country: GB
Currency: GBP
Parent category: Art
Category: Digital Art
Location type: Town
Location country: GB
Location state: England",6.7998,896.64555032
1330837874,"Goal (log1p USD): 7.824
Campaign duration (days): 14.499
Prelaunch duration (days): 9.84
Campaign name character count: 34
Campaign name word count: 6
Blurb character count: 91
Blurb word count: 15
Launch year: 2024
Launch month: 8
Launch day: 7
Launch weekday: 2
Launch hour: 15
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Film & Video
Category: Documentary
Location type: Town
Location country: US
Location state: IL",8.1155,3345.0
1718090270,"Goal (log1p USD): 10.321
Campaign duration (days): 45
Prelaunch duration (days): 25.788
Campaign name character count: 41
Campaign name word count: 6
Blurb character count: 93
Blurb word count: 19
Launch year: 2020
Launch month: 8
Launch day: 27
Launch weekday: 3
Launch hour: 11
Has video: 1
Prelaunch activated: 1
Country: CA
Currency: CAD
Parent category: Games
Category: Live Games
Location type: Town
Location country: CA
Location state: ON",10.3823,32282.6449492176
1736320041,"Goal (log1p USD): 9.616
Campaign duration (days): 30
Prelaunch duration (days): 40.821
Campaign name character count: 21
Campaign name word count: 3
Blurb character count: 83
Blurb word count: 15
Launch year: 2023
Launch month: 9
Launch day: 5
Launch weekday: 1
Launch hour: 10
Has video: 0
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Food
Category: Restaurants
Location type: Zip
Location country: US
Location state: MD",8.0637,3176.0
922885312,"Goal (log1p USD): 10.309
Campaign duration (days): 30.365
Prelaunch duration (days): 128.146
Campaign name character count: 39
Campaign name word count: 9
Blurb character count: 131
Blurb word count: 23
Launch year: 2024
Launch month: 6
Launch day: 12
Launch weekday: 2
Launch hour: 19
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Music
Category: Indie Rock
Location type: Town
Location country: US
Location state: TN",10.9066,54532.0
775303697,"Goal (log1p USD): 7.824
Campaign duration (days): 15
Prelaunch duration (days): 11.327
Campaign name character count: 47
Campaign name word count: 8
Blurb character count: 134
Blurb word count: 20
Launch year: 2014
Launch month: 3
Launch day: 14
Launch weekday: 4
Launch hour: 23
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Publishing
Category: Calendars
Location type: Town
Location country: US
Location state: GA",9.8552,19057.01
1987548900,"Goal (log1p USD): 9.616
Campaign duration (days): 60
Prelaunch duration (days): 22.676
Campaign name character count: 26
Campaign name word count: 4
Blurb character count: 74
Blurb word count: 10
Launch year: 2023
Launch month: 1
Launch day: 4
Launch weekday: 2
Launch hour: 17
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Food
Category: Food Trucks
Location type: Town
Location country: US
Location state: WA",9.7091,16466.0
263390889,"Goal (log1p USD): 6.338
Campaign duration (days): 60
Prelaunch duration (days): 7.713
Campaign name character count: 44
Campaign name word count: 6
Blurb character count: 41
Blurb word count: 7
Launch year: 2021
Launch month: 12
Launch day: 1
Launch weekday: 2
Launch hour: 14
Has video: 0
Prelaunch activated: 0
Country: ES
Currency: EUR
Parent category: Crafts
Category: Crafts
Location type: Town
Location country: ES
Location state: Aragon",6.4550,634.85536456
664586479,"Goal (log1p USD): 8.517
Campaign duration (days): 30
Prelaunch duration (days): 36.612
Campaign name character count: 28
Campaign name word count: 7
Blurb character count: 80
Blurb word count: 13
Launch year: 2024
Launch month: 3
Launch day: 23
Launch weekday: 5
Launch hour: 20
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Film & Video
Category: Shorts
Location type: Town
Location country: US
Location state: GA",9.4060,12160.0
1422671952,"Goal (log1p USD): 9.324
Campaign duration (days): 30
Prelaunch duration (days): 15.014
Campaign name character count: 36
Campaign name word count: 6
Blurb character count: 84
Blurb word count: 12
Launch year: 2025
Launch month: 11
Launch day: 10
Launch weekday: 0
Launch hour: 17
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Film & Video
Category: Action
Location type: Town
Location country: US
Location state: NC",5.4072,222.0
1463174689,"Goal (log1p USD): 10.204
Campaign duration (days): 60.042
Prelaunch duration (days): 0.038
Campaign name character count: 10
Campaign name word count: 2
Blurb character count: 107
Blurb word count: 15
Launch year: 2025
Launch month: 9
Launch day: 25
Launch weekday: 3
Launch hour: 18
Has video: 0
Prelaunch activated: 0
Country: GB
Currency: GBP
Parent category: Games
Category: Live Games
Location type: Town
Location country: GB
Location state: England",2.6746,13.5070703
1553527870,"Goal (log1p USD): 5.707
Campaign duration (days): 15.56
Prelaunch duration (days): 6.488
Campaign name character count: 13
Campaign name word count: 2
Blurb character count: 130
Blurb word count: 25
Launch year: 2013
Launch month: 11
Launch day: 13
Launch weekday: 2
Launch hour: 17
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: Electronic Music
Location type: Town
Location country: US
Location state: CO",5.8608,350.0
289589831,"Goal (log1p USD): 6.47
Campaign duration (days): 34.958
Prelaunch duration (days): 21.198
Campaign name character count: 4
Campaign name word count: 1
Blurb character count: 135
Blurb word count: 22
Launch year: 2019
Launch month: 2
Launch day: 18
Launch weekday: 0
Launch hour: 17
Has video: 1
Prelaunch activated: 0
Country: GB
Currency: GBP
Parent category: Film & Video
Category: Narrative Film
Location type: Town
Location country: GB
Location state: England",6.4720,645.78499701
55053887,"Goal (log1p USD): 7.545
Campaign duration (days): 31
Prelaunch duration (days): 842.983
Campaign name character count: 62
Campaign name word count: 10
Blurb character count: 127
Blurb word count: 17
Launch year: 2025
Launch month: 11
Launch day: 5
Launch weekday: 2
Launch hour: 13
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Fashion
Category: Footwear
Location type: Town
Location country: US
Location state: TX",8.8445,6935.0
195597882,"Goal (log1p USD): 7.601
Campaign duration (days): 30
Prelaunch duration (days): 0.889
Campaign name character count: 27
Campaign name word count: 4
Blurb character count: 135
Blurb word count: 28
Launch year: 2015
Launch month: 7
Launch day: 8
Launch weekday: 2
Launch hour: 0
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Fashion
Category: Footwear
Location type: Town
Location country: US
Location state: FL",0.0000,0.0
1619997393,"Goal (log1p USD): 10.876
Campaign duration (days): 60
Prelaunch duration (days): 3.666
Campaign name character count: 38
Campaign name word count: 6
Blurb character count: 132
Blurb word count: 28
Launch year: 2018
Launch month: 11
Launch day: 26
Launch weekday: 0
Launch hour: 22
Has video: 0
Prelaunch activated: 0
Country: CA
Currency: CAD
Parent category: Food
Category: Restaurants
Location type: Town
Location country: CA
Location state: BC",2.4675,10.7926438221
892131889,"Goal (log1p USD): 9.999
Campaign duration (days): 30
Prelaunch duration (days): 15.855
Campaign name character count: 20
Campaign name word count: 4
Blurb character count: 124
Blurb word count: 18
Launch year: 2025
Launch month: 3
Launch day: 19
Launch weekday: 2
Launch hour: 13
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Technology
Category: Apps
Location type: Town
Location country: US
Location state: OK",4.4308,83.0
734789071,"Goal (log1p USD): 8.956
Campaign duration (days): 35.042
Prelaunch duration (days): 171.19
Campaign name character count: 34
Campaign name word count: 5
Blurb character count: 135
Blurb word count: 21
Launch year: 2013
Launch month: 9
Launch day: 30
Launch weekday: 0
Launch hour: 18
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Games
Category: Live Games
Location type: Town
Location country: US
Location state: NJ",9.3352,11329.0
1044889667,"Goal (log1p USD): 8.161
Campaign duration (days): 30
Prelaunch duration (days): 0.948
Campaign name character count: 16
Campaign name word count: 2
Blurb character count: 132
Blurb word count: 23
Launch year: 2015
Launch month: 6
Launch day: 1
Launch weekday: 0
Launch hour: 0
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Publishing
Category: Radio & Podcasts
Location type: Town
Location country: US
Location state: NY",0.0000,0.0
1626319075,"Goal (log1p USD): 8.294
Campaign duration (days): 23.684
Prelaunch duration (days): 23.651
Campaign name character count: 56
Campaign name word count: 10
Blurb character count: 70
Blurb word count: 11
Launch year: 2020
Launch month: 11
Launch day: 10
Launch weekday: 1
Launch hour: 12
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Film & Video
Category: Documentary
Location type: Town
Location country: US
Location state: CT",8.4455,4653.0
55987557,"Goal (log1p USD): 10.463
Campaign duration (days): 38.332
Prelaunch duration (days): 704.077
Campaign name character count: 55
Campaign name word count: 9
Blurb character count: 110
Blurb word count: 19
Launch year: 2017
Launch month: 10
Launch day: 2
Launch weekday: 0
Launch hour: 19
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Film & Video
Category: Documentary
Location type: Town
Location country: US
Location state: OR",10.5044,36476.0
1852735384,"Goal (log1p USD): 4.615
Campaign duration (days): 13.958
Prelaunch duration (days): 89.504
Campaign name character count: 36
Campaign name word count: 3
Blurb character count: 58
Blurb word count: 9
Launch year: 2019
Launch month: 2
Launch day: 26
Launch weekday: 1
Launch hour: 17
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Design
Category: Architecture
Location type: Town
Location country: US
Location state: CA",7.2019,1341.0
1445321991,"Goal (log1p USD): 7.601
Campaign duration (days): 30.042
Prelaunch duration (days): 14.957
Campaign name character count: 24
Campaign name word count: 2
Blurb character count: 126
Blurb word count: 18
Launch year: 2022
Launch month: 10
Launch day: 26
Launch weekday: 2
Launch hour: 13
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Games
Category: Puzzles
Location type: Town
Location country: US
Location state: NC",6.0210,411.0
1781591039,"Goal (log1p USD): 8.669
Campaign duration (days): 30
Prelaunch duration (days): 165.784
Campaign name character count: 51
Campaign name word count: 9
Blurb character count: 131
Blurb word count: 19
Launch year: 2025
Launch month: 6
Launch day: 16
Launch weekday: 0
Launch hour: 18
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Games
Category: Playing Cards
Location type: Town
Location country: US
Location state: OR",8.8377,6888.0
1894423216,"Goal (log1p USD): 6.909
Campaign duration (days): 60
Prelaunch duration (days): 0.268
Campaign name character count: 49
Campaign name word count: 6
Blurb character count: 133
Blurb word count: 20
Launch year: 2024
Launch month: 5
Launch day: 7
Launch weekday: 1
Launch hour: 23
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Film & Video
Category: Drama
Location type: Town
Location country: US
Location state: NJ",6.9782,1072.0
164141649,"Goal (log1p USD): 8.595
Campaign duration (days): 27.79
Prelaunch duration (days): 2.256
Campaign name character count: 28
Campaign name word count: 5
Blurb character count: 87
Blurb word count: 14
Launch year: 2024
Launch month: 10
Launch day: 24
Launch weekday: 3
Launch hour: 14
Has video: 1
Prelaunch activated: 0
Country: FR
Currency: EUR
Parent category: Games
Category: Playing Cards
Location type: Town
Location country: FR
Location state: Ile-de-France",8.8813,7195.42588488
899494323,"Goal (log1p USD): 9.852
Campaign duration (days): 30
Prelaunch duration (days): 10.065
Campaign name character count: 13
Campaign name word count: 2
Blurb character count: 13
Blurb word count: 2
Launch year: 2021
Launch month: 12
Launch day: 10
Launch weekday: 4
Launch hour: 23
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Art
Category: Sculpture
Location type: Town
Location country: US
Location state: CO",5.0814,160.0
2010326727,"Goal (log1p USD): 9.21
Campaign duration (days): 30
Prelaunch duration (days): 69.466
Campaign name character count: 27
Campaign name word count: 4
Blurb character count: 79
Blurb word count: 16
Launch year: 2020
Launch month: 4
Launch day: 18
Launch weekday: 5
Launch hour: 16
Has video: 1
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Publishing
Category: Art Books
Location type: Town
Location country: US
Location state: CA",10.3941,32664.0
209519156,"Goal (log1p USD): 9.616
Campaign duration (days): 30
Prelaunch duration (days): 20.001
Campaign name character count: 37
Campaign name word count: 6
Blurb character count: 74
Blurb word count: 13
Launch year: 2021
Launch month: 2
Launch day: 10
Launch weekday: 2
Launch hour: 22
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Journalism
Category: Video
Location type: Town
Location country: US
Location state: CA",9.6694,15825.0
1040369123,"Goal (log1p USD): 8.517
Campaign duration (days): 29.958
Prelaunch duration (days): 289.913
Campaign name character count: 58
Campaign name word count: 8
Blurb character count: 121
Blurb word count: 16
Launch year: 2022
Launch month: 2
Launch day: 14
Launch weekday: 0
Launch hour: 16
Has video: 1
Prelaunch activated: 1
Country: US
Currency: USD
Parent category: Games
Category: Live Games
Location type: Town
Location country: US
Location state: MA",8.5495,5163.0
1750588606,"Goal (log1p USD): 8.373
Campaign duration (days): 30
Prelaunch duration (days): 1.796
Campaign name character count: 55
Campaign name word count: 9
Blurb character count: 135
Blurb word count: 18
Launch year: 2025
Launch month: 1
Launch day: 19
Launch weekday: 6
Launch hour: 9
Has video: 0
Prelaunch activated: 1
Country: IT
Currency: EUR
Parent category: Publishing
Category: Poetry
Location type: Suburb
Location country: IT
Location state: Piedmont",0.0000,0.0
1167695189,"Goal (log1p USD): 8.873
Campaign duration (days): 21
Prelaunch duration (days): 0.141
Campaign name character count: 56
Campaign name word count: 8
Blurb character count: 134
Blurb word count: 20
Launch year: 2014
Launch month: 11
Launch day: 10
Launch weekday: 0
Launch hour: 13
Has video: 0
Prelaunch activated: 0
Country: GB
Currency: GBP
Parent category: Art
Category: Conceptual Art
Location type: Town
Location country: GB
Location state: England",0.0000,0.0
944815380,"Goal (log1p USD): 8.294
Campaign duration (days): 30
Prelaunch duration (days): 21.887
Campaign name character count: 17
Campaign name word count: 3
Blurb character count: 125
Blurb word count: 24
Launch year: 2022
Launch month: 7
Launch day: 9
Launch weekday: 5
Launch hour: 16
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Music
Category: Pop
Location type: Town
Location country: US
Location state: OR",8.4726,4781.0
1770104716,"Goal (log1p USD): 10.127
Campaign duration (days): 30
Prelaunch duration (days): 1.344
Campaign name character count: 11
Campaign name word count: 3
Blurb character count: 135
Blurb word count: 24
Launch year: 2015
Launch month: 7
Launch day: 26
Launch weekday: 6
Launch hour: 17
Has video: 0
Prelaunch activated: 0
Country: US
Currency: USD
Parent category: Food
Category: Food Trucks
Location type: Town
Location country: US
Location state: MO",5.0239,151.0
