id,goal_usd,log_goal_usd,duration_days,prelaunch_days,name_char_length,name_word_count,blurb_char_length,blurb_word_count,launch_year,launch_month,launch_day,launch_weekday,launch_hour,has_video,prelaunch_activated,country,currency,category_parent,category_name,location_type,location_country,location_state,target_usd,log_target
2072580046,5000.0,8.517393171418904,32.45748842592592,73.5704050925926,24,4,118,27,2017,4,13,3,17,1,0,US,USD,Music,R&B,Town,US,CA,5551.25,8.621958529991318
694912870,20000.0,9.90353755128617,29.562372685185185,23.325636574074075,54,10,45,8,2020,10,1,3,2,1,0,US,USD,Music,Country & Folk,Town,US,TN,26404.0,10.181308665141032
475823200,2500.0,7.824445930877619,60.04166666666666,3.3200578703703703,25,4,129,19,2020,10,15,3,22,0,0,US,USD,Journalism,Audio,Town,US,NY,3006.0,8.008698182988528
993954913,3549.99486,8.174983085462458,31.0,0.2060879629629629,16,3,56,10,2025,9,10,2,5,1,0,MX,MXN,Film & Video,Shorts,Town,MX,Jalisco,3583.6715484,8.184422130538042
1320268898,5000.0,8.517393171418904,60.0,181.6615162037037,37,5,133,22,2016,3,22,1,20,1,0,US,USD,Food,Spaces,Town,US,MN,27.0,3.332204510175204
335134480,3000.0,8.006700845440367,3.2621759259259258,12.114675925925926,54,8,99,14,2019,10,14,0,21,1,1,US,USD,Dance,Workshops,Town,US,NY,3201.0,8.07153089355666
752693658,3125.04882,8.047525128261903,40.0,1.7243055555555555,28,3,95,13,2014,12,22,0,20,0,0,GB,GBP,Photography,People,Town,GB,England,18.75029292,2.983168322629552
1439289245,2500.0,7.824445930877619,30.0,2.3247800925925928,29,7,124,22,2023,1,31,1,0,1,0,US,USD,Music,Electronic Music,Town,US,PA,3600.0,8.188966863648876
1988010984,15000.0,9.61587214452889,30.0,29.18752314814815,58,8,81,14,2014,8,10,6,23,1,0,US,USD,Food,Farms,Town,US,TX,1.0,0.6931471805599453
1289125657,15000.0,9.61587214452889,30.0,41.763391203703705,56,10,76,13,2020,1,30,3,14,1,0,US,USD,Film & Video,Documentary,Town,US,CA,16983.33,9.740046433246144
377879066,5000.0,8.517393171418904,25.537592592592592,8.312800925925925,21,2,117,19,2022,11,28,0,12,0,1,US,USD,Publishing,Nonfiction,Town,US,CA,6618.0,8.797699580118923
909195630,100.0,4.61512051684126,36.37637731481482,41.53777777777778,60,11,132,21,2024,10,30,2,19,1,1,US,USD,Games,Tabletop Games,Town,US,GA,8056.0,8.994296557777195
919886876,4000.0,8.294299608857235,13.522592592592591,1.6848263888888888,29,5,130,25,2012,1,18,2,19,1,0,US,USD,Music,Pop,Town,US,CA,4042.0,8.304742269640771
1316307441,7500.0,8.922791623969637,30.0,18.317650462962963,40,9,53,8,2024,11,17,6,18,1,0,US,USD,Publishing,Children's Books,Town,US,MA,9317.0,9.139703292376742
1969693672,506.140112,6.228787320441752,30.0,0.0539583333333333,40,5,131,20,2024,6,23,6,7,0,0,GB,GBP,Photography,Photobooks,County,GB,England,253.070056,5.53761004001329
890947391,19651.4874,9.885959194527905,30.295023148148147,27.89096064814815,23,5,70,9,2025,11,23,6,12,1,1,GB,GBP,Publishing,Art Books,County,GB,England,20204.34924552,9.913702662466877
1526436399,2000.0,7.601402334583733,30.0,6.004236111111111,49,8,135,25,2020,4,2,3,19,0,1,US,USD,Crafts,Candles,Town,US,CA,206.0,5.332718793265369
88632312,5000.0,8.517393171418904,45.04166666666666,221.02778935185185,52,7,133,19,2025,10,24,4,3,1,1,US,USD,Technology,Hardware,Town,US,WY,84405.0,11.343393768104663
719569848,4218.9322,8.347574340550281,25.0,2.0045949074074074,19,5,125,23,2014,5,7,2,11,1,0,GB,GBP,Film & Video,Drama,Town,GB,England,4337.0623016,8.375183053109415
461096130,1750.0,7.467942332285852,44.958333333333336,0.1823032407407407,10,1,14,3,2025,2,3,0,2,0,0,US,USD,Publishing,Poetry,Town,US,GA,2584.0,7.85748078694253
1150992339,808.6458544,6.696596935269231,22.0,12.091319444444444,35,5,48,7,2022,11,19,5,14,0,1,GB,GBP,Art,Digital Art,Town,GB,England,896.64555032,6.799775280272301
1330837874,2500.0,7.824445930877619,14.499479166666667,9.83957175925926,34,6,91,15,2024,8,7,2,15,1,1,US,USD,Film & Video,Documentary,Town,US,IL,3345.0,8.11552088154677
1718090270,30358.4576,10.320863365737326,45.0,25.78849537037037,41,6,93,19,2020,8,27,3,11,1,1,CA,CAD,Games,Live Games,Town,CA,ON,32282.6449492176,10.38231603265171
1736320041,15000.0,9.61587214452889,30.0,40.82133101851852,21,3,83,15,2023,9,5,1,10,0,1,US,USD,Food,Restaurants,Zip,US,MD,3176.0,8.063692634269517
922885312,30000.0,10.308985993422082,30.364756944444444,128.14567129629629,39,9,131,23,2024,6,12,2,19,1,1,US,USD,Music,Indie Rock,Town,US,TN,54532.0,10.906561301994556
1147498660,2300.0,7.741099090035366,40.0,11.109097222222225,52,9,131,25,2017,3,14,1,16,1,0,US,USD,Music,Rock,Town,US,ME,2481.0,7.816819965764552
775303697,2500.0,7.824445930877619,15.0,11.326967592592592,47,8,134,20,2014,3,14,4,23,0,0,US,USD,Publishing,Calendars,Town,US,GA,19057.01,9.855242764622028
1987548900,15000.0,9.61587214452889,60.0,22.676435185185184,26,4,74,10,2023,1,4,2,17,1,0,US,USD,Food,Food Trucks,Town,US,WA,16466.0,9.709113657218
263390889,564.8179399999999,6.338272365681873,60.0,7.712916666666667,44,6,41,7,2021,12,1,2,14,0,0,ES,EUR,Crafts,Crafts,Town,ES,Aragon,634.85536456,6.4549711232637526
664586479,5000.0,8.517393171418904,30.0,36.61170138888889,28,7,80,13,2024,3,23,5,20,1,1,US,USD,Film & Video,Shorts,Town,US,GA,12160.0,9.405989388981
1422671952,11200.0,9.32375833901174,30.0,15.014016203703704,36,6,84,12,2025,11,10,0,17,1,1,US,USD,Film & Video,Action,Town,US,NC,222.0,5.407171771460119
1463174689,27014.1406,10.204152750780633,60.04166666666666,0.0383333333333333,10,2,107,15,2025,9,25,3,18,0,0,GB,GBP,Games,Live Games,Town,GB,England,13.5070703,2.674636137481468
1553527870,300.0,5.707110264748875,15.559814814814814,6.488090277777777,13,2,130,25,2013,11,13,2,17,1,0,US,USD,Music,Electronic Music,Town,US,CO,350.0,5.860786223465865
289589831,644.4960050000001,6.470019021266771,34.958333333333336,21.198402777777776,4,1,135,22,2019,2,18,0,17,1,0,GB,GBP,Film & Video,Narrative Film,Town,GB,England,645.78499701,6.472013931716549
55053887,1890.0,7.544861068658458,31.0,842.982662037037,62,10,127,17,2025,11,5,2,13,1,1,US,USD,Fashion,Footwear,Town,US,TX,6935.0,8.844480518460378
195597882,2000.0,7.601402334583733,30.0,0.8892129629629629,27,4,135,28,2015,7,8,2,0,0,0,US,USD,Fashion,Footwear,Town,US,FL,0.0,0.0
1619997393,52868.0943,10.875574218384823,60.0,3.665636574074074,38,6,132,28,2018,11,26,0,22,0,0,CA,CAD,Food,Restaurants,Town,CA,BC,10.7926438221,2.467475932167204
892131889,22000.0,9.99884318585288,30.0,15.855069444444444,20,4,124,18,2025,3,19,2,13,0,0,US,USD,Technology,Apps,Town,US,OK,83.0,4.430816798843313
413788636,489.375015,6.195170435118551,21.0,145.6433217592593,57,9,127,21,2025,8,11,0,19,1,1,AU,AUD,Theater,Musical,Town,AU,NSW,2594.99257954,7.861724219399248
734789071,7750.0,8.955577146281511,35.041666666666664,171.18979166666668,34,5,135,21,2013,9,30,0,18,1,0,US,USD,Games,Live Games,Town,US,NJ,11329.0,9.335209354022052
817149726,7500.0,8.922791623969637,31.10078703703704,18.817488425925927,15,2,98,14,2023,1,4,2,18,1,1,US,USD,Food,Drinks,Town,US,CA,16801.0,9.729253205924792
1044889667,3500.0,8.160803920954665,30.0,0.9479976851851852,16,2,132,23,2015,6,1,0,0,1,0,US,USD,Publishing,Radio & Podcasts,Town,US,NY,0.0,0.0
1626319075,4000.0,8.294299608857235,23.684363425925927,23.650532407407407,56,10,70,11,2020,11,10,1,12,1,0,US,USD,Film & Video,Documentary,Town,US,CT,4653.0,8.445482343862237
55987557,35000.0,10.463131911491969,38.331944444444446,704.0775,55,9,110,19,2017,10,2,0,19,1,0,US,USD,Film & Video,Documentary,Town,US,OR,36476.0,10.504437203964528
1852735384,100.0,4.61512051684126,13.958333333333334,89.50371527777777,36,3,58,9,2019,2,26,1,17,0,0,US,USD,Design,Architecture,Town,US,CA,1341.0,7.201916317531627
1445321991,2000.0,7.601402334583733,30.041666666666668,14.957106481481482,24,2,126,18,2022,10,26,2,13,0,0,US,USD,Games,Puzzles,Town,US,NC,411.0,6.021023349349527
83118330,10000.0,9.210440366976515,30.08787037037037,4.874016203703704,56,9,134,23,2015,6,13,5,15,1,0,US,USD,Publishing,Academic,Town,US,UT,351.0,5.863631175598097
1781591039,5820.0,8.669227347271736,30.0,165.78351851851852,51,9,131,19,2025,6,16,0,18,1,1,US,USD,Games,Playing Cards,Town,US,OR,6888.0,8.837681215593197
1894423216,1000.0,6.90875477931522,60.0,0.2675347222222222,49,6,133,20,2024,5,7,1,23,0,0,US,USD,Film & Video,Drama,Town,US,NJ,1072.0,6.9782137426306985
869155505,1000.0,6.90875477931522,30.0,133.32560185185184,19,4,123,22,2024,8,30,4,1,1,0,US,USD,Publishing,Comedy,Town,US,CA,4278.0,8.361474616416817
164141649,5401.1604,8.594554226618147,27.7896875,2.2555555555555555,28,5,87,14,2024,10,24,3,14,1,0,FR,EUR,Games,Playing Cards,Town,FR,Ile-de-France,7195.42588488,8.881339776876677
899494323,19000.0,9.852246888342531,30.0,10.064930555555556,13,2,13,2,2021,12,10,4,23,1,0,US,USD,Art,Sculpture,Town,US,CO,160.0,5.081404364984463
2010326727,10000.0,9.210440366976515,30.0,69.4661111111111,27,4,79,16,2020,4,18,5,16,1,0,US,USD,Publishing,Art Books,Town,US,CA,32664.0,10.39405944727485
209519156,15000.0,9.61587214452889,30.0,20.00091435185185,37,6,74,13,2021,2,10,2,22,1,1,US,USD,Journalism,Video,Town,US,CA,15825.0,9.669409436169138
1040369123,5000.0,8.517393171418904,29.95833333333333,289.91298611111114,58,8,121,16,2022,2,14,0,16,1,1,US,USD,Games,Live Games,Town,US,MA,5163.0,8.549466751966532
1750588606,4327.050882,8.372872576926712,30.0,1.795787037037037,55,9,135,18,2025,1,19,6,9,0,1,IT,EUR,Publishing,Poetry,Suburb,IT,Piedmont,0.0,0.0
1756211406,7500.0,8.922791623969637,30.0,22.08805555555556,47,7,64,9,2025,6,20,4,20,1,0,US,USD,Design,Architecture,Town,US,CA,200.0,5.303304908059076
2006797701,4479.89893197,8.407578959738206,30.98592592592593,241.29444444444445,57,10,133,22,2025,10,2,3,21,1,1,GB,GBP,Comics,Graphic Novels,Town,GB,England,11841.5570329,9.379454850737334
756362752,14700.0,9.595670797663969,44.958333333333336,553.0840046296296,20,4,123,21,2014,1,27,0,18,1,0,US,USD,Art,Performance Art,Town,US,CA,550.0,6.311734809152915
1167695189,7137.238005,8.873221246867722,21.0,0.1405671296296296,56,8,134,20,2014,11,10,0,13,0,0,GB,GBP,Art,Conceptual Art,Town,GB,England,0.0,0.0
944815380,4000.0,8.294299608857235,30.0,21.88681712962963,17,3,125,24,2022,7,9,5,16,0,0,US,USD,Music,Pop,Town,US,OR,4781.0,8.47261414801827
1770104716,25000.0,10.12667110305036,30.0,1.3442592592592593,11,3,135,24,2015,7,26,6,17,0,0,US,USD,Food,Food Trucks,Town,US,MO,151.0,5.0238805208462765
1586448140,20000.0,9.90353755128617,47.87209490740741,11.303229166666666,11,2,134,19,2024,11,19,1,8,0,1,US,USD,Games,Tabletop Games,Town,KR,Seoul,38772.0,10.565479407088418
1232414986,20000.0,9.90353755128617,59.958333333333336,12.19912037037037,60,9,131,21,2023,2,8,2,21,0,1,US,USD,Publishing,Academic,Town,US,PA,20005.0,9.903787507545124
1930270718,1285.4748,7.159661043500414,31.0,55.42592592592592,58,9,124,22,2025,9,18,3,13,1,1,HK,HKD,Design,Toys,Town,HK,Hong Kong Island,214.93138656,5.374960702406373
1659925132,19420.53775,9.874137922541545,30.0,6.682407407407408,26,4,109,18,2018,3,29,3,14,1,0,CA,CAD,Food,Vegan,Town,CA,ON,3066.89132148,8.028745738613313
472265333,89495.11804,11.401950529467523,40.0,5.102418981481481,19,3,132,21,2019,12,11,2,4,0,0,AU,AUD,Technology,Makerspaces,Suburb,AU,VIC,18.6641727088,2.978798335779413
124206244,700.0,6.55250788703459,30.0,194.8990740740741,19,4,131,19,2025,3,24,0,18,0,1,US,USD,Publishing,Young Adult,Town,US,HI,1021.0,6.92951677076365
464484264,95955.772056,11.471653077955166,30.0,1.974351851851852,47,7,134,25,2020,3,11,2,3,0,0,CA,CAD,Technology,DIY Electronics,Town,CA,NS,1.6799596178,0.9858017264241676
908186354,4999.288151000001,8.517250819955681,33.99989583333333,60.46611111111111,54,8,111,15,2023,6,27,1,14,1,1,HK,HKD,Technology,Wearables,Town,HK,Hong Kong Island,225902.978873,12.327865315727276
2048917716,500.0,6.2166061010848646,11.0,8.50204861111111,58,10,131,28,2025,9,3,2,15,1,1,US,USD,Games,Tabletop Games,Town,US,CA,11274.0,9.33034316437088
1061470931,45000.0,10.714439990727769,29.998391203703704,23.12790509259259,49,8,97,17,2015,3,19,3,22,1,0,US,USD,Journalism,Video,Town,IE,Dublin,40.0,3.713572066704308
1707841113,3500.0,8.160803920954665,30.0,75.43341435185185,22,5,87,16,2016,1,10,6,2,0,0,US,USD,Music,Electronic Music,Town,US,MN,190.0,5.25227342804663
1561593790,1500.0,7.313886831633462,24.95833333333333,6.719432870370371,21,4,25,4,2015,2,20,4,18,1,0,US,USD,Crafts,Woodworking,Town,US,OK,351.0,5.863631175598097
428698866,5000.0,8.517393171418904,36.71564814814815,9.290960648148149,40,7,126,22,2012,4,18,2,21,1,0,US,USD,Art,Mixed Media,Town,US,OH,5775.0,8.661466680572662
1243875371,1000.0,6.90875477931522,30.352118055555557,2.6851967592592594,49,8,112,18,2016,4,3,6,19,1,0,US,USD,Theater,Plays,Town,US,PA,1312.0,7.180069874302796
802519459,1021.192296,6.929704909620198,30.0,7.298425925925926,33,8,122,24,2024,1,12,4,23,1,0,GB,GBP,Film & Video,Thrillers,Town,GB,England,135.30797922,4.914916878588407
1244883461,625.859775,6.440722871282678,30.0,28.042094907407407,35,5,85,15,2024,5,11,5,13,1,1,GB,GBP,Art,Illustration,Town,GB,England,1547.1253638,7.344800035237541
861426812,5000.0,8.517393171418904,30.0,9.257546296296296,9,1,107,17,2016,12,15,3,5,1,0,US,USD,Music,Hip-Hop,Town,US,TX,26.0,3.295836866004329
966715613,1569.21698,7.358969092614742,60.0,12.82392361111111,27,5,124,24,2022,3,14,0,15,1,0,CA,CAD,Film & Video,Action,Town,CA,ON,271.7020740021,5.6083798952575314
717905344,5000.0,8.517393171418904,36.99888888888889,41.11082175925926,40,7,129,24,2017,11,9,3,9,1,0,US,USD,Music,World Music,Town,US,HI,1970.0,7.58629630715272
264845956,1.0,0.6931471805599453,41.48744212962963,56.811400462962965,30,5,93,17,2016,1,20,2,14,1,0,US,USD,Publishing,Young Adult,Town,US,CA,3431.0,8.140898460607852
35739091,26756.311,10.194563023393428,60.0,96.92304398148148,27,5,92,15,2023,6,6,1,15,1,0,IT,EUR,Food,Drinks,Town,IT,Tuscany,1.07025244,0.727670551532596
2015851830,7223.29023,8.885204270092675,40.0,0.8446180555555556,19,3,56,10,2022,1,22,5,21,0,0,MX,MXN,Art,Sculpture,Town,MX,Mexico,179.40274412,5.195191818821036
2113526736,3000.0,8.006700845440367,30.0,16.64383101851852,40,7,73,11,2022,6,3,4,16,0,1,US,USD,Design,Toys,Town,US,NY,3292.0,8.099554282376364
339210940,9000.0,9.105090961257083,35.974513888888886,156.05586805555555,19,5,18,3,2021,7,29,3,5,1,1,US,USD,Publishing,Poetry,Town,US,TX,2080.0,7.640603826393634
1896805125,24750.0,10.11662117122102,29.996701388888887,63.95582175925926,56,10,115,18,2014,11,11,1,20,1,0,US,USD,Food,Cookbooks,Town,US,MD,25360.0,10.14096783995039
59430989,6000.0,8.699681400989514,20.961076388888888,33.97115740740741,27,6,116,23,2014,8,12,1,22,0,0,US,USD,Photography,People,Town,US,TX,10.0,2.3978952727983707
1248233912,434.69992,6.076953749510802,29.165300925925926,16.986724537037038,41,6,119,18,2023,4,3,0,18,0,1,FR,EUR,Games,Gaming Hardware,Town,FR,Ile-de-France,596.6256402,6.39296453818602
1071713727,68.563969,4.2422467465126985,23.457430555555558,245.94583333333333,60,8,132,24,2025,7,1,1,12,1,1,GB,GBP,Games,Tabletop Games,Town,GB,England,24806.4439842,10.118899047767105
133913632,3500.0,8.160803920954665,18.552905092592592,43.37221064814815,20,3,121,17,2014,11,19,2,3,0,0,US,USD,Journalism,Photo,Town,CO,Putumayo,423.0,6.049733455231958
2113405453,9690.002,9.17895310511158,45.0,4.058229166666667,42,10,133,22,2016,11,22,1,0,1,0,MX,MXN,Art,Performance Art,Town,MX,Distrito Federal,436.05009,6.080047810952571
494993291,29000.0,10.275085591132717,30.0,2.517453703703704,58,9,135,23,2016,4,21,3,9,1,0,US,USD,Technology,Wearables,Town,US,WA,1108.0,7.011213987350367
2130040141,12500.0,9.433563920090563,25.665752314814814,13.061435185185186,33,5,125,20,2024,2,1,3,13,1,1,US,USD,Film & Video,Shorts,Town,US,SC,27900.0,10.236417809461043
1343655235,5000.0,8.517393171418904,30.0,0.0372685185185185,21,4,131,21,2016,4,1,4,16,0,0,US,USD,Publishing,Periodicals,Town,US,AL,0.0,0.0
128181474,3500.0,8.160803920954665,29.10328703703704,5.442789351851852,59,8,127,15,2018,9,12,2,4,1,0,US,USD,Dance,Performances,Town,US,CA,3577.0,8.182559264068665
1540113615,800.0,6.68586094706836,35.970613425925926,44.11965277777778,28,5,72,14,2025,3,3,0,23,1,1,US,USD,Publishing,Young Adult,Town,US,WI,1509.0,7.31986492980897
335525155,5612.66206655,8.632958560338052,22.927222222222223,0.0272453703703703,14,2,131,22,2023,3,13,0,3,1,0,CA,CAD,Music,Electronic Music,Town,CA,QC,1.6526933435,0.9755754798957608
2113781273,15620.0,9.65637144183101,14.603622685185185,6.919502314814815,23,4,98,15,2021,7,6,1,13,1,1,US,USD,Theater,Festivals,Town,US,VA,17287.0,9.757767898186724
975933376,3500.0,8.160803920954665,44.481145833333336,0.4768171296296296,19,3,149,21,2010,2,20,5,6,1,0,US,USD,Journalism,Journalism,Town,US,LA,3518.0,8.165932137321585
1272455030,5991.382,8.698244274833895,30.0,20.53841435185185,37,7,114,21,2017,9,14,3,15,1,0,FR,EUR,Photography,Fine Art,Town,FR,Ile-de-France,1642.8369444,7.404788388458799
1888407387,7000.0,8.853808274977197,30.0,57.735104166666666,23,4,47,9,2012,10,4,3,16,1,0,US,USD,Music,Pop,Town,US,CA,7135.0,8.872907674259846
1162122238,2000.0,7.601402334583733,30.0,241.6648726851852,55,9,121,17,2017,11,7,1,15,1,0,US,USD,Comics,Anthologies,Town,US,CA,3433.0,8.141481041457421
148720170,600.0,6.398594934535208,30.0,59.89353009259259,35,6,36,7,2022,5,9,0,0,0,1,US,USD,Fashion,Accessories,Town,US,WA,15337.0,9.638088688324803
1584182571,26061.756,10.168262601034884,60.04166666666666,102.67275462962964,35,4,106,12,2018,10,2,1,6,1,0,GB,GBP,Technology,Makerspaces,Town,GB,England,7896.712068,8.974328384863991
861621021,15613.0,9.655923226680237,60.0,167.41364583333333,37,7,87,15,2018,4,24,1,19,1,0,US,USD,Technology,Wearables,Town,US,CA,3477.23,8.154278822687486
1070354925,550.0,6.311734809152915,54.30127314814815,5.992743055555556,18,3,93,16,2022,11,22,1,15,0,1,US,USD,Film & Video,Thrillers,Town,FR,Ile-de-France,550.0,6.311734809152915
483307725,8000.0,8.987321812850125,45.861921296296295,8.86693287037037,60,9,103,15,2013,4,16,1,7,1,0,US,USD,Music,Jazz,Town,US,OR,8100.0,8.999742789830492
873588465,50.0,3.9318256327243257,30.0,13.79769675925926,30,6,113,23,2014,7,29,1,15,0,0,US,USD,Publishing,Radio & Podcasts,Town,US,IN,0.0,0.0
372047807,20000.0,9.90353755128617,28.08556712962963,6.2292708333333335,22,4,131,25,2015,4,15,2,1,1,0,US,USD,Music,Rock,Town,US,WA,23149.0,10.04975005951438
1213428520,10000.0,9.210440366976515,30.0,5.139641203703704,39,6,110,18,2019,8,4,6,22,0,0,US,USD,Food,Cookbooks,Town,US,NY,1271.0,7.148345743900068
1805308863,2000.0,7.601402334583733,30.75958333333333,21.22824074074074,37,7,133,20,2015,9,7,0,22,1,0,US,USD,Crafts,Candles,Town,US,CA,2055.0,7.628517626575055
1302290553,250000.0,12.429220196836384,60.0,1.3536226851851851,33,4,31,5,2015,11,4,2,2,0,0,US,USD,Crafts,Crochet,Town,US,OH,0.0,0.0
504948168,250.0,5.525452939131784,30.0,14.457106481481482,25,4,119,26,2021,6,29,1,4,0,0,US,USD,Crafts,Crafts,Town,US,FL,2192.0,7.693025748417888
2101526122,1000.0,6.90875477931522,59.958333333333336,0.019375,22,4,98,16,2015,1,15,3,18,0,0,US,USD,Food,Food Trucks,Town,US,MO,5.0,1.791759469228055
306222342,3000.0,8.006700845440367,50.0,3.029097222222222,34,4,45,8,2025,1,8,2,19,1,0,US,USD,Film & Video,Documentary,Town,US,NJ,0.0,0.0
1159594570,10000.0,9.210440366976515,45.538842592592594,0.9510416666666668,54,8,86,13,2015,2,3,1,18,1,0,US,USD,Theater,Festivals,Town,US,CA,12003.0,9.392995206560258
2031851375,9000.0,9.105090961257083,30.041666666666668,64.80707175925926,45,8,108,20,2013,10,16,2,18,0,0,US,USD,Film & Video,Webseries,Town,US,CA,15062.0,9.619996684702816
601081111,11296.244,9.33231408114819,30.0,14.841875,31,4,130,23,2017,1,26,3,10,0,0,SE,SEK,Music,Electronic Music,Town,SE,Stockholm,0.0,0.0
1668176328,5000.0,8.517393171418904,29.95833333333333,1.7517361111111112,31,5,134,19,2022,3,2,2,13,0,0,US,USD,Publishing,Letterpress,Town,US,OR,47910.0,10.777100402128552
1662927477,40000.0,10.59665973278358,29.91638888888889,51.77237268518518,54,9,134,23,2016,3,1,1,15,1,0,US,USD,Film & Video,Webseries,Town,US,IN,63000.0,11.050905878263569
449316961,600.0,6.398594934535208,60.0,15.56642361111111,60,10,127,21,2023,1,9,0,19,1,1,US,USD,Fashion,Jewelry,Town,US,CA,668.0,6.505784060128229
2139377613,7500.0,8.922791623969637,60.0,8.891921296296296,49,9,20,4,2014,6,29,6,21,0,0,US,USD,Music,Rock,County,US,NY,7805.0,8.96264794774056
1010620597,5000.0,8.517393171418904,21.0,23.02679398148148,29,5,80,9,2023,12,23,5,20,1,1,US,USD,Fashion,Apparel,Town,US,CA,13239.0,9.490997829491
1794290095,3000.0,8.006700845440367,36.34164351851852,2.755787037037037,56,8,106,17,2015,2,23,0,19,0,0,US,USD,Crafts,DIY,Town,US,NV,0.0,0.0
831948265,7500.0,8.922791623969637,30.0,32.744537037037034,43,8,112,21,2015,7,1,2,15,1,0,US,USD,Dance,Spaces,County,US,NY,9068.0,9.112617283447568
1596184039,6974.1816,8.850113642192934,29.95833333333333,5.343969907407407,43,7,135,24,2018,2,24,5,21,1,0,GB,GBP,Technology,Web,Town,GB,England,495.1668936,6.206912349160811
773466729,544.2058000000001,6.301163338063664,30.041666666666668,33.26015046296296,53,8,129,23,2025,10,21,1,3,1,0,MX,MXN,Food,Small Batch,Town,MX,Chiapas,908.5515831,6.812951712237743
1070702197,10000.0,9.210440366976515,30.0,24.252453703703704,21,4,131,25,2015,9,21,0,6,1,0,US,USD,Music,World Music,Town,US,HI,15810.0,9.668461179310146
1948635764,1500.0,7.313886831633462,30.0,87.48230324074073,28,4,61,10,2023,6,6,1,19,1,1,US,USD,Fashion,Apparel,Town,US,CA,1762.0,7.47477218239787
350001111,5000.0,8.517393171418904,40.0,29.42421296296296,60,8,135,19,2023,9,14,3,11,1,1,US,USD,Technology,Gadgets,Town,US,CA,41781.0,10.640220903758994
1429064994,4296.33544,8.365750444493596,30.0,189.0224537037037,8,1,118,15,2023,6,13,1,13,1,1,DE,EUR,Technology,DIY Electronics,Town,DE,North Rhine-Westphalia,5155.602528,8.5480332168126
1629171737,7500.0,8.922791623969637,33.0,53.2974537037037,61,9,133,22,2024,6,18,1,9,0,1,US,USD,Photography,Photobooks,Town,US,MO,285.0,5.655991810819852
565998018,25000.0,10.12667110305036,30.0,0.2133680555555555,57,10,120,17,2019,4,28,6,4,1,0,US,USD,Music,Electronic Music,Town,US,CA,9.0,2.302585092994046
